codstaz,reg,prov_,stazione,linea_fisi,saliti7_9,discesi7_9,corse7_9,saliti24h,corse24h,saliti_s,saliti_r,saliti_re,corse_s,corse_r,corse_re,anno,calendario,point_x,point_y
"246",LO,BS,OSPITALETTO TRAVAGLIATO,MILANO-VENEZIA,131.0000000000000000000000000000000,41.0000000000000000000000000000000,8.0000000000000000000000000000000,385.0000000000000000000000000000000,60.0000000000000000000000000000000,0.0000000000000000000000000000000,385.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,60.0000000000000000000000000000000,0.0000000000000000000000000000000,2015.0000000000000000000000000000000,Invernale,10.0743857349999998973544279579073,45.5461250540000008868446457199752
"326",EM,PC,SARMATO,ALESS.-PIACENZA,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,7.0000000000000008881784197001252,14.0000000000000017763568394002505,0.0000000000000000000000000000000,7.0000000000000008881784197001252,0.0000000000000000000000000000000,0.0000000000000000000000000000000,14.0000000000000017763568394002505,0.0000000000000000000000000000000,2015.0000000000000000000000000000000,Invernale,9.4911016799999998738712747581303,45.0629974900000007664857548661530
"309",LO,CR,PIADENA,CODOGNO-MANTOVA,269.0000000000000000000000000000000,106.0000000000000000000000000000000,11.0000000000000000000000000000000,1011.0000000000000000000000000000000,66.0000000000000000000000000000000,0.0000000000000000000000000000000,402.0000000000000000000000000000000,609.0000000000000000000000000000000,0.0000000000000000000000000000000,45.0000000000000000000000000000000,21.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,10.3699875430000005849251465406269,45.1276890050000005771835276391357
"265",LO,LO,CODOGNO,MILANO-BOLOGNA,921.0000000000000000000000000000000,400.0000000000000000000000000000000,15.0000000000000000000000000000000,2370.0000000000000000000000000000000,106.0000000000000000000000000000000,0.0000000000000000000000000000000,1434.0000000000000000000000000000000,936.0000000000000000000000000000000,0.0000000000000000000000000000000,85.0000000000000000000000000000000,21.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.7014056980000002994302121805958,45.1549786349999990875403454992920
"145",LO,LC,MANDELLO DEL LARIO,TIRANO-MILANO Lc-So,204.0000000000000000000000000000000,60.0000000000000000000000000000000,3.0000000000000000000000000000000,638.0000000000000000000000000000000,33.0000000000000000000000000000000,0.0000000000000000000000000000000,477.0000000000000000000000000000000,161.0000000000000000000000000000000,0.0000000000000000000000000000000,26.0000000000000000000000000000000,7.0000000000000008881784197001252,2017.0000000000000000000000000000000,Invernale,9.3220946480000002054566721199080,45.9152835590000023557877284474671
"157",LO,SO,POGGIRIDENTI-TRESIVIO,TIRANO-MILANO So-Tir,0.0000000000000000000000000000000,0.0000000000000000000000000000000,1.0000000000000000000000000000000,2.0000000000000000000000000000000,8.0000000000000000000000000000000,0.0000000000000000000000000000000,2.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,8.0000000000000000000000000000000,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.9338431749999998032762960065156,46.1669619259999990390497259795666
"2728",LO,BS,Capo di Ponte,Breno - Edolo,33.0000000000000000000000000000000,7.0000000000000008881784197001252,4.0000000000000000000000000000000,64.0000000000000000000000000000000,17.0000000000000000000000000000000,0.0000000000000000000000000000000,25.0000000000000000000000000000000,39.0000000000000000000000000000000,0.0000000000000000000000000000000,4.0000000000000000000000000000000,13.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,10.3465016970000007745511538814753,46.0308176140000000486907083541155
"33",LO,PV,PALESTRO,VERCELLI-PAVIA,45.0000000000000000000000000000000,8.0000000000000000000000000000000,4.9999999999999991118215802998748,85.0000000000000000000000000000000,28.0000000000000035527136788005009,0.0000000000000000000000000000000,85.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,28.0000000000000035527136788005009,0.0000000000000000000000000000000,2017.0000000000000000000000000000000,Invernale,8.5345451079999996579772414406762,45.3073505739999973229714669287205
"2711",LO,CO,Asso,Seveso - Asso,95.0000000000000000000000000000000,39.9999999999999928945726423989981,6.0000000000000000000000000000000,245.0000000000000000000000000000000,39.9999999999999928945726423989981,0.0000000000000000000000000000000,245.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,39.9999999999999928945726423989981,0.0000000000000000000000000000000,2018.0000000000000000000000000000000,Invernale,9.2691204490000007609751264681108,45.8549226259999969101954775396734
"152",LO,SO,TALAMONA,TIRANO-MILANO Lc-So,87.0000000000000000000000000000000,14.0000000000000017763568394002505,4.0000000000000000000000000000000,108.0000000000000000000000000000000,17.0000000000000000000000000000000,0.0000000000000000000000000000000,108.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,17.0000000000000000000000000000000,0.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,9.5995625199999992105404089670628,46.1395938830000034158729249611497
"227",LO,MI,MILANO S. CRISTOFORO,MILANO-MORTARA-AL,444.0000000000000000000000000000000,922.0000000000000000000000000000000,14.0000000000000017763568394002505,3007.0000000000000000000000000000000,113.0000000000000000000000000000000,1617.0000000000000000000000000000000,1390.0000000000000000000000000000000,0.0000000000000000000000000000000,69.0000000000000000000000000000000,44.0000000000000000000000000000000,0.0000000000000000000000000000000,2018.0000000000000000000000000000000,Invernale,9.1302882580000002121778379660100,45.4424785289999988435738487169147
"2800",LO,MI,Milano Quarto Oggiaro,Milano Nord Cadorna - Sar,866.0000000000000000000000000000000,496.0000000000000000000000000000000,18.0000000000000000000000000000000,3250.0000000000000000000000000000000,141.0000000000000000000000000000000,3250.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,141.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.1452531090000004354578777565621,45.5192390879999990715987223666161
"2754",LO,CO,Erba,Seveso - Asso,297.0000000000000000000000000000000,279.0000000000000000000000000000000,6.0000000000000000000000000000000,1215.0000000000000000000000000000000,50.0000000000000000000000000000000,0.0000000000000000000000000000000,1215.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,50.0000000000000000000000000000000,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.2303059629999992807825037743896,45.8131981140000021923697204329073
"5836",LO,BG,ARCENE,BERGAMO-CREMONA,188.0000000000000000000000000000000,25.0000000000000000000000000000000,8.0000000000000000000000000000000,394.0000000000000000000000000000000,53.0000000000000000000000000000000,0.0000000000000000000000000000000,394.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,52.0000000000000000000000000000000,1.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,9.6065565470000002790129656204954,45.5775559079999936784588498994708
"2795",LO,BS,Pisogne,Iseo - Pisogne,148.0000000000000000000000000000000,36.0000000000000000000000000000000,4.0000000000000000000000000000000,363.0000000000000000000000000000000,34.0000000000000000000000000000000,0.0000000000000000000000000000000,222.0000000000000000000000000000000,141.0000000000000000000000000000000,0.0000000000000000000000000000000,21.0000000000000000000000000000000,13.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,10.1056225840000006854779712739401,45.8065910320000000410800566896796
"240",LO,BG,VIDALENGO,MILANO-VENEZIA,43.0000000000000000000000000000000,9.0000000000000000000000000000000,4.9999999999999991118215802998748,122.0000000000000000000000000000000,32.0000000000000000000000000000000,0.0000000000000000000000000000000,122.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,31.0000000000000000000000000000000,1.0000000000000000000000000000000,2017.0000000000000000000000000000000,Invernale,9.6397053600000006667869456578046,45.5179369769999979666863509919494
"321",LO,PV,S.GIULETTA,ALESS.-PIACENZA,1.0000000000000000000000000000000,1.0000000000000000000000000000000,1.0000000000000000000000000000000,25.0000000000000000000000000000000,15.0000000000000000000000000000000,0.0000000000000000000000000000000,25.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,15.0000000000000000000000000000000,0.0000000000000000000000000000000,2015.0000000000000000000000000000000,Invernale,9.1792780430000000535528670297936,45.0357973630000003595341695472598
"306",LO,CR,VILLETTA MALAGNINO,CODOGNO-MANTOVA,43.0000000000000000000000000000000,1.0000000000000000000000000000000,2.0000000000000000000000000000000,51.0000000000000000000000000000000,14.0000000000000017763568394002505,0.0000000000000000000000000000000,50.0000000000000000000000000000000,1.0000000000000000000000000000000,0.0000000000000000000000000000000,13.0000000000000000000000000000000,1.0000000000000000000000000000000,2018.0000000000000000000000000000000,Invernale,10.1119745489999992571483744541183,45.1371047310000008678798621986061
"73",LO,VA,SESTO CALENDE,DOMODOSSOLA-MILANO,577.0000000000000000000000000000000,121.0000000000000000000000000000000,8.0000000000000000000000000000000,1564.0000000000000000000000000000000,50.0000000000000000000000000000000,0.0000000000000000000000000000000,1002.0000000000000000000000000000000,562.0000000000000000000000000000000,0.0000000000000000000000000000000,33.0000000000000000000000000000000,17.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,8.6281696399999994184781826334074,45.7263142130000019847102521453053
"135",LO,SO,VERCEIA,CHIAVENNA-COLICO,35.0000000000000000000000000000000,4.9999999999999991118215802998748,3.0000000000000000000000000000000,96.0000000000000000000000000000000,29.0000000000000000000000000000000,0.0000000000000000000000000000000,96.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,29.0000000000000000000000000000000,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.4584486109999996727992765954696,46.2029050610000027177193260286003
"223",LO,CR,CASTELLEONE,BERGAMO-CREMONA,112.0000000000000142108547152020037,26.0000000000000000000000000000000,4.9999999999999991118215802998748,348.0000000000000000000000000000000,36.0000000000000000000000000000000,0.0000000000000000000000000000000,348.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,36.0000000000000000000000000000000,0.0000000000000000000000000000000,2018.0000000000000000000000000000000,Invernale,9.7678222530000002876704456866719,45.3019059690000034379409044049680
"2801",LO,MI,Rescaldina,Saronno - Novara,858.0000000000000000000000000000000,136.0000000000000000000000000000000,9.9999999999999982236431605997495,1832.0000000000000000000000000000000,75.0000000000000000000000000000000,0.0000000000000000000000000000000,1832.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,75.0000000000000000000000000000000,0.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,8.9466794889999992079765434027649,45.6221590130000009821742423810065
"5820",LO,MI,Milano Forlanini,PASSANTE,802.0000000000000000000000000000000,1088.0000000000000000000000000000000,24.0000000000000000000000000000000,3949.0000000000000000000000000000000,215.0000000000000000000000000000000,3949.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,215.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,2018.0000000000000000000000000000000,Invernale,9.2370610030000008805473044048995,45.4623994809999985022841428872198
"166",LO,CO,CANTU',ALBATE-MOLTENO,22.0000000000000000000000000000000,23.0000000000000000000000000000000,4.0000000000000000000000000000000,55.0000000000000000000000000000000,19.9999999999999964472863211994991,0.0000000000000000000000000000000,55.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,19.9999999999999964472863211994991,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.1303501590000006871150617371313,45.7523978709999994407553458586335
"2807",LO,VA,Saronno Sud,Milano Nord Cadorna - Sar,517.0000000000000000000000000000000,221.0000000000000000000000000000000,24.0000000000000000000000000000000,1124.0000000000000000000000000000000,207.0000000000000000000000000000000,1124.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,207.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.0455935790000001617272573639639,45.6118394780000002697306626942009
"241",LO,BG,MORENGO-BARIANO,MILANO-VENEZIA,110.0000000000000000000000000000000,9.0000000000000000000000000000000,4.9999999999999991118215802998748,236.0000000000000000000000000000000,33.0000000000000000000000000000000,0.0000000000000000000000000000000,236.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,32.0000000000000000000000000000000,1.0000000000000000000000000000000,2015.0000000000000000000000000000000,Invernale,9.7031434539999992239245329983532,45.5217135640000023499851522501558
"307",LO,CR,GAZZO-PIEVE S.GIACOMO,CODOGNO-MANTOVA,48.0000000000000000000000000000000,4.9999999999999991118215802998748,2.0000000000000000000000000000000,67.0000000000000000000000000000000,14.0000000000000017763568394002505,0.0000000000000000000000000000000,65.0000000000000000000000000000000,2.0000000000000000000000000000000,0.0000000000000000000000000000000,13.0000000000000000000000000000000,1.0000000000000000000000000000000,2018.0000000000000000000000000000000,Invernale,10.1899428600000003797276804107241,45.1372370480000029147049644961953
"2768",LO,VA,Laveno Mombello Nord,Varese Nord - Laveno Momb,179.0000000000000000000000000000000,116.0000000000000000000000000000000,7.0000000000000008881784197001252,650.0000000000000000000000000000000,42.0000000000000000000000000000000,0.0000000000000000000000000000000,324.0000000000000000000000000000000,326.0000000000000000000000000000000,0.0000000000000000000000000000000,21.0000000000000000000000000000000,21.0000000000000000000000000000000,2017.0000000000000000000000000000000,Invernale,8.6192464660000016607455108896829,45.9079836809999974889251461718231
"124",LO,MI,CAMNAGO-LENTATE,CHIASSO-MILANO,509.0000000000000000000000000000000,312.0000000000000000000000000000000,16.0000000000000000000000000000000,1644.0000000000000000000000000000000,144.0000000000000000000000000000000,1644.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,144.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,9.1334903460000003150298653054051,45.6685029049999968719930620864034
"265",LO,LO,CODOGNO,MILANO-BOLOGNA,855.0000000000000000000000000000000,287.0000000000000000000000000000000,15.0000000000000000000000000000000,2495.0000000000000000000000000000000,115.0000000000000000000000000000000,0.0000000000000000000000000000000,1649.0000000000000000000000000000000,846.0000000000000000000000000000000,0.0000000000000000000000000000000,94.0000000000000000000000000000000,21.0000000000000000000000000000000,2015.0000000000000000000000000000000,Invernale,9.7014056980000002994302121805958,45.1549786349999990875403454992920
"296",LO,BS,MANERBIO,BRESCIA-CREMONA,129.0000000000000000000000000000000,34.0000000000000000000000000000000,4.0000000000000000000000000000000,383.0000000000000000000000000000000,30.0000000000000000000000000000000,0.0000000000000000000000000000000,383.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,30.0000000000000000000000000000000,0.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,10.1323736069999998932189555489458,45.3572919550000008825918484944850
"310",LO,MN,BOZZOLO,CODOGNO-MANTOVA,61.0000000000000000000000000000000,9.0000000000000000000000000000000,2.0000000000000000000000000000000,198.0000000000000000000000000000000,23.0000000000000000000000000000000,0.0000000000000000000000000000000,46.0000000000000000000000000000000,152.0000000000000000000000000000000,0.0000000000000000000000000000000,6.0000000000000000000000000000000,17.0000000000000000000000000000000,2019.0000000000000000000000000000000,Invernale,10.4726856660000002818833308992907,45.1073315849999971760553307831287
"218",LO,BG,TREVIGLIO OVEST,BERGAMO-CREMONA,284.0000000000000000000000000000000,86.0000000000000000000000000000000,9.0000000000000000000000000000000,605.0000000000000000000000000000000,54.0000000000000000000000000000000,0.0000000000000000000000000000000,521.0000000000000000000000000000000,84.0000000000000000000000000000000,0.0000000000000000000000000000000,52.0000000000000000000000000000000,2.0000000000000000000000000000000,2015.0000000000000000000000000000000,Invernale,9.5803132400000006185791789903305,45.5218455669999926271884760353714
"291",LO,PV,LAMBRINIA,PAVIA-CASALPUST.,47.0000000000000000000000000000000,4.9999999999999991118215802998748,4.9999999999999991118215802998748,90.0000000000000000000000000000000,28.0000000000000035527136788005009,0.0000000000000000000000000000000,90.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,28.0000000000000035527136788005009,0.0000000000000000000000000000000,2016.0000000000000000000000000000000,Invernale,9.5274614419999998915500327711925,45.1644570019999989085590641479939
