NOME_COM_2,ISTAT_2017,NOME_PRO,POP_2017,POP_2014,VARIAZ_17_,SHAPE_AREA,SHAPE_LEN
URGNANO,"16222",BERGAMO,9846.00000000,9750.00000000,96.00000000,14611327.30049999803,19685.76259050000
STROZZA,"16208",BERGAMO,1080.00000000,1079.00000000,1.00000000,3874837.55623000022,9950.35413250000
CARUGATE,"15051",MILANO,15267.00000000,14977.00000000,290.00000000,5364937.62535999995,13254.05193290000
CASARILE,"15055",MILANO,4081.00000000,4069.00000000,12.00000000,7293281.03479999956,16126.64364520000
OSIO SOPRA,"16152",BERGAMO,5222.00000000,5222.00000000,0.00000000,5142355.17805000022,12416.92398290000
PRADALUNGA,"16173",BERGAMO,4707.00000000,4678.00000000,29.00000000,8307129.50449999981,12207.93866120000
PONTE NOSSA,"16168",BERGAMO,1793.00000000,1824.00000000,-31.00000000,5870594.48488000035,11744.70755530000
SOLTO COLLINA,"16200",BERGAMO,1795.00000000,1782.00000000,13.00000000,11873927.54480000027,20925.49811500000
PONTERANICA,"16169",BERGAMO,6923.00000000,6857.00000000,66.00000000,8435944.63398000039,20352.87552000000
ROTA D`IMAGNA,"16186",BERGAMO,923.00000000,928.00000000,-5.00000000,6049105.93843000103,13436.11242580000
ROVETTA,"16187",BERGAMO,4123.00000000,4080.00000000,43.00000000,24589128.05539999902,43817.57642870000
SAN GIOVANNI BIANCO,"16188",BERGAMO,4837.00000000,4908.00000000,-71.00000000,31503004.47110000253,31535.21538950000
MOGLIA,"20035",MANTOVA,5544.00000000,5699.00000000,-155.00000000,31863781.00780000165,39156.87586250000
ROVELLASCA,"13201",COMO,7815.00000000,7797.00000000,18.00000000,3243368.57323000021,13613.59243820000
COSTA VALLE IMAGNA,"16085",BERGAMO,594.00000000,598.00000000,-4.00000000,4346386.83533000015,10104.65080250000
ORIO AL SERIO,"16150",BERGAMO,1768.00000000,1791.00000000,-23.00000000,3146964.33173000021,10284.53569470000
TIRANO,"14066",SONDRIO,9078.00000000,9160.00000000,-82.00000000,32448834.89409999922,27127.02478450000
TORRE DI SANTA MARIA,"14067",SONDRIO,769.00000000,791.00000000,-22.00000000,44456404.73789999634,41654.92975470000
PIANTEDO,"14048",SONDRIO,1363.00000000,1359.00000000,4.00000000,6717324.67800000031,14520.92297580000
PIATEDA,"14049",SONDRIO,2186.00000000,2272.00000000,-86.00000000,71655432.14880000055,52740.96794910000
MESE,"14043",SONDRIO,1832.00000000,1800.00000000,32.00000000,4163367.53576999996,12038.18765240000
MONTAGNA IN VALTELLINA,"14044",SONDRIO,3062.00000000,3074.00000000,-12.00000000,44782256.01759999990,40117.15278740000
NOVATE MEZZOLA,"14046",SONDRIO,1857.00000000,1868.00000000,-11.00000000,99699409.22900000215,69945.75866219999
ISSO,"16122",BERGAMO,644.00000000,658.00000000,-14.00000000,5082317.80870999955,16315.98892640000
LALLIO,"16123",BERGAMO,4163.00000000,4209.00000000,-46.00000000,2136121.58557000011,8581.93290211000
MORBEGNO,"14045",SONDRIO,12319.00000000,12111.00000000,208.00000000,14821346.10019999929,23544.51752360000
MOZZO,"16143",BERGAMO,7396.00000000,7566.00000000,-170.00000000,3733787.24002999999,8797.95201187000
SUISIO,"16209",BERGAMO,3822.00000000,3843.00000000,-21.00000000,4719847.52837000042,10848.24561850000
ZOGNO,"16246",BERGAMO,9007.00000000,9084.00000000,-77.00000000,35337638.83070000261,33674.45730700000
SPINONE AL LAGO,"16205",BERGAMO,1033.00000000,1018.00000000,15.00000000,2031214.29777999991,7602.23181670000
CESANO BOSCONE,"15074",MILANO,23755.00000000,23535.00000000,220.00000000,3968100.94467000011,13732.36441870000
CINISELLO BALSAMO,"15077",MILANO,75659.00000000,75191.00000000,468.00000000,12695193.78260000050,22064.47259810000
PONTIROLO NUOVO,"16172",BERGAMO,5014.00000000,5008.00000000,6.00000000,11049737.41999999993,16140.97587780000
CAMISANO,"19010",CREMONA,1268.00000000,1286.00000000,-18.00000000,10821062.05069999956,19037.87560770000
PREMOLO,"16175",BERGAMO,1141.00000000,1143.00000000,-2.00000000,17877826.92069999874,23080.29017690000
ROVELLO PORRO,"13202",COMO,6139.00000000,6210.00000000,-71.00000000,5799430.06637000106,16900.52870120000
TORNO,"13223",COMO,1136.00000000,1184.00000000,-48.00000000,7457794.04588000011,11694.42024320000
POZZO D`ADDA,"15177",MILANO,6068.00000000,5950.00000000,118.00000000,4222369.69952000026,12490.28244850000
LEVATE,"16126",BERGAMO,3788.00000000,3837.00000000,-49.00000000,5448772.18013000023,12678.36483050000
ARCONATE,"15007",MILANO,6700.00000000,6634.00000000,66.00000000,8350323.37361999974,19393.72293120000
BASIGLIO,"15015",MILANO,7846.00000000,7750.00000000,96.00000000,8532502.74506999925,15503.07052260000
TOVO DI SANT`AGATA,"14068",SONDRIO,631.00000000,626.00000000,5.00000000,11035635.18439999968,16250.08177700000
TRAONA,"14069",SONDRIO,2735.00000000,2668.00000000,67.00000000,6252957.45605000108,18284.94977130000
SPIRANO,"16206",BERGAMO,5702.00000000,5698.00000000,4.00000000,9323143.74324999936,16340.04680700000
STEZZANO,"16207",BERGAMO,13067.00000000,13019.00000000,48.00000000,9388937.49682999961,16886.41034470000
VALBONDIONE,"16223",BERGAMO,1056.00000000,1065.00000000,-9.00000000,96490797.29449997842,50835.93269460000
VEDESETA,"16230",BERGAMO,218.00000000,205.00000000,13.00000000,19334691.93120000139,32412.54097860000
ZANICA,"16245",BERGAMO,8700.00000000,8590.00000000,110.00000000,15109698.51429999806,21484.33739460000
VALBREMBO,"16224",BERGAMO,4213.00000000,4188.00000000,25.00000000,3615908.75456999987,9438.12729342000
TALEGGIO,"16210",BERGAMO,562.00000000,594.00000000,-32.00000000,47269020.06589999795,32630.50224130000
VALGOGLIO,"16225",BERGAMO,590.00000000,601.00000000,-11.00000000,31917950.37599999830,24541.07932320000
VERTOVA,"16234",BERGAMO,4709.00000000,4786.00000000,-77.00000000,16066860.76750000194,22757.28748520000
PREDORE,"16174",BERGAMO,1843.00000000,1831.00000000,12.00000000,12077903.48450000212,15204.44562660000
MOZZANICA,"16142",BERGAMO,4546.00000000,4633.00000000,-87.00000000,9453266.83228000067,22250.22643140000
ROGNO,"16182",BERGAMO,3909.00000000,3971.00000000,-62.00000000,15888753.25659999996,17913.18967220000
RONCOBELLO,"16184",BERGAMO,432.00000000,433.00000000,-1.00000000,25226789.81709999964,23760.21039670000
STAZZONA,"13218",COMO,614.00000000,628.00000000,-14.00000000,7579056.70351000037,20153.82042490000
MAZZO DI VALTELLINA,"14040",SONDRIO,997.00000000,1046.00000000,-49.00000000,15427278.83660000004,26937.88929090000
RANZANICO,"16179",BERGAMO,1222.00000000,1226.00000000,-4.00000000,7256826.22214000020,12818.81306460000
RIVA DI SOLTO,"16180",BERGAMO,875.00000000,883.00000000,-8.00000000,8522706.27054000087,18876.76031290000
RONCOLA,"16185",BERGAMO,762.00000000,753.00000000,9.00000000,5002855.36799000017,12455.31248870000
PIURO,"14050",SONDRIO,1900.00000000,1921.00000000,-21.00000000,85413771.38390000165,67528.41881420002
TREZZANO SUL NAVIGLIO,"15220",MILANO,20944.00000000,20696.00000000,248.00000000,10804791.64640000090,19892.95364600000
OZZERO,"15165",MILANO,1489.00000000,1529.00000000,-40.00000000,11048852.14360000007,18112.87194540000
PERO,"15170",MILANO,11198.00000000,11026.00000000,172.00000000,5009452.87256999966,13636.87602840000
POZZUOLO MARTESANA,"15178",MILANO,8471.00000000,8384.00000000,87.00000000,12332929.24049999937,22462.03812990000
CERCINO,"14017",SONDRIO,780.00000000,789.00000000,-9.00000000,6128161.60695999954,14083.53609590000
CINO,"14021",SONDRIO,344.00000000,363.00000000,-19.00000000,5048184.07596999966,11144.45451230000
CIVO,"14022",SONDRIO,1109.00000000,1114.00000000,-5.00000000,25107125.51669999957,27131.92603410000
COLORINA,"14023",SONDRIO,1408.00000000,1431.00000000,-23.00000000,17786371.51790000126,19570.97063190000
MELLO,"14041",SONDRIO,963.00000000,967.00000000,-4.00000000,11485337.80739999935,15655.05898390000
COSIO VALTELLINO,"14024",SONDRIO,5543.00000000,5489.00000000,54.00000000,23847978.22349999472,25054.59037340000
TRESIVIO,"14070",SONDRIO,2008.00000000,2029.00000000,-21.00000000,15111797.96710000187,21815.57524660000
VALDIDENTRO,"14071",SONDRIO,4110.00000000,4130.00000000,-20.00000000,244278237.84299999475,113551.01388400000
VALDISOTTO,"14072",SONDRIO,3592.00000000,3569.00000000,23.00000000,88319936.62109999359,47738.34767440000
VALFURVA,"14073",SONDRIO,2598.00000000,2639.00000000,-41.00000000,215170829.28600001335,70082.88078989999
VAL MASINO,"14074",SONDRIO,914.00000000,910.00000000,4.00000000,116492860.48600000143,51121.92430100000
ARLUNO,"15010",MILANO,11909.00000000,11884.00000000,25.00000000,12391727.48990000039,24930.73737970000
OLMO AL BREMBO,"16145",BERGAMO,502.00000000,503.00000000,-1.00000000,7391197.60108000040,14448.51927820000
OLTRE IL COLLE,"16146",BERGAMO,1012.00000000,1032.00000000,-20.00000000,32803453.21409999952,30482.12007510000
VERCEIA,"14075",SONDRIO,1114.00000000,1127.00000000,-13.00000000,11172984.72890000045,24364.37092200000
VERVIO,"14076",SONDRIO,212.00000000,218.00000000,-6.00000000,12541333.67720000073,18853.42812140000
ABBIATEGRASSO,"15002",MILANO,32565.00000000,32409.00000000,156.00000000,46764839.66529999673,50309.22422130000
GORLE,"16115",BERGAMO,6551.00000000,6570.00000000,-19.00000000,2448590.42861999990,8963.66340758000
LURANO,"16129",BERGAMO,2816.00000000,2749.00000000,67.00000000,4078315.00716000004,10631.84419490000
LUZZANA,"16130",BERGAMO,912.00000000,908.00000000,4.00000000,3407541.00732999993,9819.23214421000
VERDELLO,"16233",BERGAMO,8018.00000000,8021.00000000,-3.00000000,7399018.05135999992,14671.09792070000
TAVERNOLA BERGAMASCA,"16211",BERGAMO,2079.00000000,2119.00000000,-40.00000000,12981893.47100000083,18139.11797940000
VIGANO SAN MARTINO,"16236",BERGAMO,1336.00000000,1322.00000000,14.00000000,3726109.81099000014,9270.68025516000
ALGUA,"16248",BERGAMO,674.00000000,686.00000000,-12.00000000,8303301.87650999893,20255.77177400000
VALLEVE,"16226",BERGAMO,133.00000000,139.00000000,-6.00000000,14776153.85850000195,21353.46341910000
VIGOLO,"16237",BERGAMO,579.00000000,592.00000000,-13.00000000,12278219.31200000085,17022.97070860000
TORRE DE` ROVERI,"16216",BERGAMO,2447.00000000,2416.00000000,31.00000000,2726437.32451999979,11573.82659300000
MEDIGLIA,"15139",MILANO,12198.00000000,12163.00000000,35.00000000,21959794.52019999921,31644.83626280000
OSIO SOTTO,"16153",BERGAMO,12431.00000000,12290.00000000,141.00000000,7636886.61013999954,15464.25769680000
SAN PAOLO D`ARGON,"16189",BERGAMO,5721.00000000,5546.00000000,175.00000000,5254573.66987000033,12944.21276350000
SAN PELLEGRINO TERME,"16190",BERGAMO,4830.00000000,4894.00000000,-64.00000000,22693791.03680000082,23492.12042700000
SANTA BRIGIDA,"16191",BERGAMO,549.00000000,557.00000000,-8.00000000,14369018.01640000008,31247.69478230000
SCANZOROSCIATE,"16194",BERGAMO,10039.00000000,10114.00000000,-75.00000000,10656765.62470000051,19857.85084040000
CASTELBELFORTE,"20013",MANTOVA,3247.00000000,3210.00000000,37.00000000,22323575.61829999834,29930.31613460000
CASOREZZO,"15058",MILANO,5467.00000000,5479.00000000,-12.00000000,6607094.71191000100,13160.44450320000
ADRO,"17002",BRESCIA,7140.00000000,7097.00000000,43.00000000,14298754.59899999946,24079.55665870000
PESSANO CON BORNAGO,"15172",MILANO,9073.00000000,9125.00000000,-52.00000000,6634359.13968000002,16375.80806960000
MAPELLO,"16132",BERGAMO,6827.00000000,6780.00000000,47.00000000,8655740.21646999940,17171.79758060000
ALBAIRATE,"15005",MILANO,4708.00000000,4702.00000000,6.00000000,14993957.92039999925,24654.66707970000
VILLA DI CHIAVENNA,"14077",SONDRIO,1004.00000000,1010.00000000,-6.00000000,32682576.97489999980,28471.96147420000
VILLA DI TIRANO,"14078",SONDRIO,2993.00000000,3000.00000000,-7.00000000,24593512.61320000142,29148.18435410000
MEZZOLDO,"16134",BERGAMO,168.00000000,176.00000000,-8.00000000,18832725.24089999869,26766.88990390000
NEMBRO,"16144",BERGAMO,11616.00000000,11688.00000000,-72.00000000,15164786.08819999918,27525.07452400000
MISANO DI GERA D`ADDA,"16135",BERGAMO,2932.00000000,2986.00000000,-54.00000000,6234930.64984999970,13313.81047860000
MOIO DE` CALVI,"16136",BERGAMO,213.00000000,223.00000000,-10.00000000,6763698.39611999970,12301.05799380000
TORRE BOLDONE,"16214",BERGAMO,8737.00000000,8703.00000000,34.00000000,3494004.92241000012,10622.79070670000
VIADANICA,"16235",BERGAMO,1127.00000000,1139.00000000,-12.00000000,5412213.13363999967,11638.85573870000
CUSAGO,"15097",MILANO,3917.00000000,3811.00000000,106.00000000,11573263.64890000038,17723.64899570000
CASSANO D`ADDA,"15059",MILANO,18911.00000000,18800.00000000,111.00000000,18257281.27089999989,27884.40004210000
CERRO AL LAMBRO,"15071",MILANO,5119.00000000,5070.00000000,49.00000000,10153208.01970000006,19965.06218260000
PREGNANA MILANESE,"15179",MILANO,7306.00000000,7129.00000000,177.00000000,4917088.66516000032,15577.30281750000
FONTANELLA,"16101",BERGAMO,4475.00000000,4548.00000000,-73.00000000,17933962.95149999857,26321.14989060000
DAZIO,"14025",SONDRIO,448.00000000,443.00000000,5.00000000,3743420.97116999980,11303.16827960000
LIVIGNO,"14037",SONDRIO,6458.00000000,6334.00000000,124.00000000,210667872.94200000167,74617.79560310002
LOVERO,"14038",SONDRIO,660.00000000,664.00000000,-4.00000000,13356768.54990000091,20539.65240920000
DELEBIO,"14026",SONDRIO,3261.00000000,3176.00000000,85.00000000,22489065.67049999908,26595.59919790000
DUBINO,"14027",SONDRIO,3718.00000000,3661.00000000,57.00000000,13356792.97499999963,17477.77333110000
MADESIMO,"14035",SONDRIO,514.00000000,543.00000000,-29.00000000,85254187.18930000067,47124.00492070000
LANZADA,"14036",SONDRIO,1331.00000000,1362.00000000,-31.00000000,116983523.99500001967,59299.24854440000
FORCOLA,"14029",SONDRIO,801.00000000,820.00000000,-19.00000000,15906404.70759999938,23317.08232060000
FUSINE,"14030",SONDRIO,572.00000000,582.00000000,-10.00000000,37390314.82580000162,34062.18342760000
GEROLA ALTA,"14031",SONDRIO,168.00000000,171.00000000,-3.00000000,37543549.58760000020,31491.01985550000
GROSIO,"14033",SONDRIO,4438.00000000,4518.00000000,-80.00000000,126853557.97300000489,75902.29415580000
GROSOTTO,"14034",SONDRIO,1617.00000000,1621.00000000,-4.00000000,52996574.34700000286,41525.39325880001
ARESE,"15009",MILANO,19248.00000000,19257.00000000,-9.00000000,6583958.00298000034,21149.77431620000
MONASTEROLO DEL CASTELLO,"16137",BERGAMO,1177.00000000,1164.00000000,13.00000000,8539274.83242000081,15464.08143530000
AGNOSINE,"17003",BRESCIA,1752.00000000,1813.00000000,-61.00000000,13502079.74740000069,17335.72449900000
ALFIANELLO,"17004",BRESCIA,2494.00000000,2536.00000000,-42.00000000,13669716.34600000083,22145.96650450000
ARTOGNE,"17007",BRESCIA,3668.00000000,3669.00000000,-1.00000000,20925489.46290000156,23953.24085530000
BAGOLINO,"17010",BRESCIA,3879.00000000,3924.00000000,-45.00000000,109796575.36499999464,60602.13641510000
VALNEGRA,"16227",BERGAMO,211.00000000,201.00000000,10.00000000,2088823.70922999992,9820.04307181000
CUSANO MILANINO,"15098",MILANO,18768.00000000,18991.00000000,-223.00000000,3096340.29382999986,8651.09812641000
VILLA DI SERIO,"16240",BERGAMO,6689.00000000,6632.00000000,57.00000000,4694461.19675000012,9978.68276745000
COSTA DI SERINA,"16247",BERGAMO,918.00000000,977.00000000,-59.00000000,12151423.45319999941,17173.09588670000
ROMANO DI LOMBARDIA,"16183",BERGAMO,20319.00000000,19914.00000000,405.00000000,18998492.61850000173,22986.73962220000
VALTORTA,"16229",BERGAMO,275.00000000,286.00000000,-11.00000000,31342111.15139999613,25885.66750930000
VILLA D`OGNA,"16241",BERGAMO,1908.00000000,1929.00000000,-21.00000000,5086689.07230999973,16003.51825640000
CORNALBA,"16249",BERGAMO,309.00000000,307.00000000,2.00000000,9402875.46112000011,12882.78066200000
MORIMONDO,"15150",MILANO,1138.00000000,1174.00000000,-36.00000000,26105919.36129999906,32175.04351310000
TRESCORE BALNEARIO,"16218",BERGAMO,9874.00000000,9968.00000000,-94.00000000,13461539.55309999920,31875.06330690000
TREVIGLIO,"16219",BERGAMO,29743.00000000,29494.00000000,249.00000000,32233836.30680000037,33597.45835930000
GARBAGNATE MILANESE,"15105",MILANO,27226.00000000,27226.00000000,0.00000000,8881841.29250999913,18739.74439050000
INZAGO,"15114",MILANO,10947.00000000,10932.00000000,15.00000000,12143685.45319999941,21159.14875080000
SONGAVAZZO,"16201",BERGAMO,727.00000000,725.00000000,2.00000000,13109345.44739999995,26678.11908110000
SOVERE,"16204",BERGAMO,5350.00000000,5460.00000000,-110.00000000,18427695.34670000151,23264.14710410000
GESSATE,"15106",MILANO,8897.00000000,8902.00000000,-5.00000000,7782476.24713000096,17670.95146530000
CERRO MAGGIORE,"15072",MILANO,15224.00000000,15243.00000000,-19.00000000,10259008.42870000005,23750.63544610000
CISLIANO,"15078",MILANO,4867.00000000,4732.00000000,135.00000000,14670064.81599999964,27511.86112010000
PIAZZATORRE,"16165",BERGAMO,402.00000000,417.00000000,-15.00000000,24120927.10429999977,22151.44723050000
CASSINA DE PECCHI,"15060",MILANO,13765.00000000,13619.00000000,146.00000000,7070512.72207999974,17667.61380180000
FAEDO VALTELLINO,"14028",SONDRIO,552.00000000,568.00000000,-16.00000000,4766649.31237000041,13609.60323200000
MANTELLO,"14039",SONDRIO,765.00000000,763.00000000,2.00000000,3680063.52205999987,12867.35196510000
CHIAVENNA,"14018",SONDRIO,7347.00000000,7374.00000000,-27.00000000,11077276.00789999962,22487.42148850000
CHIESA IN VALMALENCO,"14019",SONDRIO,2496.00000000,2539.00000000,-43.00000000,108087088.38499999046,48918.28959920000
CHIURO,"14020",SONDRIO,2553.00000000,2518.00000000,35.00000000,51761295.69049999118,44729.49619160001
GANDOSSO,"16109",BERGAMO,1493.00000000,1505.00000000,-12.00000000,3114381.45011000009,7602.18877384000
GHISALBA,"16113",BERGAMO,6145.00000000,6155.00000000,-10.00000000,10578863.04930000007,15700.85402160000
BERNATE TICINO,"15019",MILANO,3076.00000000,3077.00000000,-1.00000000,12131215.41320000030,20876.54684020000
BOFFALORA SOPRA TICINO,"15026",MILANO,4113.00000000,4159.00000000,-46.00000000,7460693.52630999964,20856.37796090000
BOLLATE,"15027",MILANO,36469.00000000,36264.00000000,205.00000000,13104937.19869999960,26256.95515330000
MEDOLAGO,"16250",BERGAMO,2360.00000000,2369.00000000,-9.00000000,3847434.96871999977,11657.85899230000
VILLONGO,"16242",BERGAMO,8052.00000000,7952.00000000,100.00000000,5928497.60008000024,12831.82459060000
BARGHE,"17012",BRESCIA,1203.00000000,1204.00000000,-1.00000000,5463361.74782999977,13998.38091310000
GREZZAGO,"15110",MILANO,3040.00000000,3025.00000000,15.00000000,2425810.95060000010,10040.36571920000
MOTTA VISCONTI,"15151",MILANO,7877.00000000,7762.00000000,115.00000000,10510750.57560000010,20061.44501420000
PRESEZZO,"16176",BERGAMO,4898.00000000,4949.00000000,-51.00000000,2220891.42302000010,9691.78813379000
CASSINETTA DI LUGAGNANO,"15061",MILANO,1911.00000000,1919.00000000,-8.00000000,3340924.23781999992,11819.27386650000
COLOGNO MONZESE,"15081",MILANO,47751.00000000,47942.00000000,-191.00000000,8471307.66977000050,20078.00487660000
BUCCINASCO,"15036",MILANO,27245.00000000,27123.00000000,122.00000000,11998579.60549999960,27090.24434540000
BUSCATE,"15038",MILANO,4760.00000000,4786.00000000,-26.00000000,7764310.79040999897,18049.73347840000
BUSTO GAROLFO,"15041",MILANO,13850.00000000,13785.00000000,65.00000000,12257666.49640000053,21005.87913620000
CAMBIAGO,"15044",MILANO,6906.00000000,6805.00000000,101.00000000,7311689.31111000106,18029.77696380000
CANEGRATE,"15046",MILANO,12523.00000000,12529.00000000,-6.00000000,5526815.48379999958,15113.48762710000
ROGOLO,"14056",SONDRIO,548.00000000,568.00000000,-20.00000000,13019461.79560000077,25443.64446440000
SPRIANA,"14062",SONDRIO,93.00000000,96.00000000,-3.00000000,8227741.03129000030,13110.30855240000
PANTIGLIATE,"15167",MILANO,6113.00000000,6036.00000000,77.00000000,5707558.11825999990,11453.93002790000
RESCALDINA,"15181",MILANO,14132.00000000,14236.00000000,-104.00000000,8189194.76871000044,19577.58624010000
RHO,"15182",MILANO,50767.00000000,50496.00000000,271.00000000,22415737.29039999843,36338.23360680000
CALVENZANO,"16047",BERGAMO,4242.00000000,4207.00000000,35.00000000,6598635.20631000027,11046.04279530000
ROBECCHETTO CON INDUNO,"15183",MILANO,4885.00000000,4886.00000000,-1.00000000,13969426.12839999981,23392.98269680000
NOVEDRATE,"13163",COMO,2918.00000000,2913.00000000,5.00000000,2817140.72766999993,10554.81464770000
OLGIATE COMASCO,"13165",COMO,11619.00000000,11569.00000000,50.00000000,10962124.70340000093,16475.24958200000
VERTEMATE CON MINOPRIO,"13242",COMO,4128.00000000,4078.00000000,50.00000000,5798322.73472999968,13222.38909200000
VILLA GUARDIA,"13245",COMO,8099.00000000,8021.00000000,78.00000000,7831011.84800000023,14615.48855420000
CLUSONE,"16077",BERGAMO,8625.00000000,8599.00000000,26.00000000,25935535.03610000014,23571.39370900000
FOPPOLO,"16103",BERGAMO,190.00000000,195.00000000,-5.00000000,16448719.30819999985,21199.25847310000
ORSENIGO,"13170",COMO,2807.00000000,2776.00000000,31.00000000,4455688.85307999980,18796.74232510000
VELESO,"13236",COMO,224.00000000,244.00000000,-20.00000000,5938682.94775000028,11256.21618870000
VENIANO,"13238",COMO,3001.00000000,2962.00000000,39.00000000,3120137.19203000003,10476.70514430000
COLERE,"16078",BERGAMO,1127.00000000,1144.00000000,-17.00000000,18650547.40199999884,22093.24316860000
MONTECALVO VERSIGGIA,"18096",PAVIA,529.00000000,529.00000000,0.00000000,11288952.98819999956,21052.01213380000
CERVESINA,"18047",PAVIA,1245.00000000,1228.00000000,17.00000000,12646667.04570000060,24546.97296510000
GRAVELLONA LOMELLINA,"18075",PAVIA,2746.00000000,2748.00000000,-2.00000000,20389443.46099999920,24147.16974620000
MONTICELLI PAVESE,"18099",PAVIA,662.00000000,691.00000000,-29.00000000,20254393.54870000109,25074.56893090000
MONTESCANO,"18097",PAVIA,406.00000000,397.00000000,9.00000000,2299450.92803000007,8937.66653076000
PIETRA DE` GIORGI,"18111",PAVIA,850.00000000,878.00000000,-28.00000000,11209301.56929999962,25241.77122210000
PIEVE ALBIGNOLA,"18112",PAVIA,854.00000000,883.00000000,-29.00000000,17379127.11210000142,22976.41694360000
PIARIO,"16163",BERGAMO,1091.00000000,1107.00000000,-16.00000000,1549021.73017000011,6272.69164950000
BASSANO BRESCIANO,"17013",BRESCIA,2330.00000000,2307.00000000,23.00000000,9590315.81991999969,17032.50977890000
BEDIZZOLE,"17014",BRESCIA,12337.00000000,12257.00000000,80.00000000,26412629.26080000028,24925.58019060000
REVERE,"20049",MANTOVA,2508.00000000,2543.00000000,-35.00000000,14046194.68569999933,19307.35836050000
BORGARELLO,"18015",PAVIA,2705.00000000,2731.00000000,-26.00000000,4891625.45798000041,11932.55218460000
BORNASCO,"18019",PAVIA,2652.00000000,2636.00000000,16.00000000,12946640.81939999945,28589.89047350000
MIRADOLO TERME,"18093",PAVIA,3756.00000000,3801.00000000,-45.00000000,9618442.67401999980,23367.98505100000
BASTIDA PANCARANA,"18011",PAVIA,1016.00000000,1047.00000000,-31.00000000,13491669.75740000047,22349.89078100000
OLTRONA DI SAN MAMETTE,"13169",COMO,2397.00000000,2360.00000000,37.00000000,2685193.73618000001,9772.14537214000
RODIGO,"20051",MANTOVA,5281.00000000,5408.00000000,-127.00000000,41514631.61190000176,36457.03166930000
SUZZARA,"20065",MANTOVA,21211.00000000,21134.00000000,77.00000000,60884565.03980000317,52591.66423490000
BULCIAGO,"97011",LECCO,2844.00000000,2942.00000000,-98.00000000,3108407.12549000001,12201.89818180000
BATTUDA,"18012",PAVIA,655.00000000,679.00000000,-24.00000000,7092833.52840999980,17845.73197400000
BELGIOIOSO,"18013",PAVIA,6237.00000000,6208.00000000,29.00000000,26275357.58650000021,42069.65038320000
RONCOFERRARO,"20052",MANTOVA,7053.00000000,7193.00000000,-140.00000000,63337946.78760000318,46174.15508130000
CREMOSANO,"19037",CREMONA,1755.00000000,1761.00000000,-6.00000000,5784917.40644999966,12840.53148500000
VILLA CORTESE,"15248",MILANO,6214.00000000,6207.00000000,7.00000000,3555167.56715000002,11078.71185920000
BARANZATE,"15250",MILANO,11935.00000000,11865.00000000,70.00000000,2770495.76136999996,9182.30556545000
PAGAZZANO,"16154",BERGAMO,2090.00000000,2083.00000000,7.00000000,5161455.83291999996,10691.97904280000
PARRE,"16158",BERGAMO,2743.00000000,2762.00000000,-19.00000000,22335748.16899999976,23105.14318420000
BAGNATICA,"16018",BERGAMO,4335.00000000,4300.00000000,35.00000000,6358476.62220000010,13488.55171060000
CUMIGNANO SUL NAVIGLIO,"19039",CREMONA,448.00000000,456.00000000,-8.00000000,6604677.48175000027,17865.71989220000
MADIGNANO,"19055",CREMONA,2898.00000000,2929.00000000,-31.00000000,10763141.93160000071,17557.44260230000
SERINA,"16199",BERGAMO,2076.00000000,2140.00000000,-64.00000000,27500266.52290000021,39950.44423490000
SORISOLE,"16202",BERGAMO,9021.00000000,9170.00000000,-149.00000000,12393453.64660000056,20589.81616860000
PEDRENGO,"16160",BERGAMO,6025.00000000,6078.00000000,-53.00000000,3606648.61616000021,10780.15197800000
BONATE SOPRA,"16030",BERGAMO,9842.00000000,9532.00000000,310.00000000,6046718.49619999994,13572.96225040000
MONTE CREMASCO,"19058",CREMONA,2332.00000000,2317.00000000,15.00000000,2362355.99691999983,9592.30285515000
ALTA VALLE INTELVI,"13253",COMO,2942.00000000,2911.00000000,31.00000000,25251219.64220000431,26070.14075520000
SAN FERMO DELLA BATTAGLIA,"13206",COMO,7754.00000000,4621.00000000,3133.00000000,5832028.16765999980,12765.76405010000
EUPILIO,"13097",COMO,2609.00000000,2670.00000000,-61.00000000,6836167.82930999901,15079.90149960000
LIPOMO,"13129",COMO,5899.00000000,5860.00000000,39.00000000,2335411.03596000001,8388.18128374000
CARENNO,"97014",LECCO,1451.00000000,1482.00000000,-31.00000000,7757605.74440000020,13656.43640800000
BEREGUARDO,"18014",PAVIA,2802.00000000,2795.00000000,7.00000000,17431150.84310000017,21523.23891330000
ROVERBELLA,"20053",MANTOVA,8509.00000000,8680.00000000,-171.00000000,63441693.36169999093,44637.05195820000
PIEVE SAN GIACOMO,"19075",CREMONA,1586.00000000,1627.00000000,-41.00000000,14954279.87900000066,23992.79445990000
QUINTANO,"19078",CREMONA,949.00000000,947.00000000,2.00000000,2837303.90443000011,10577.28608770000
VIADANA,"20066",MANTOVA,19978.00000000,20023.00000000,-45.00000000,102084657.29899999499,80646.31429820000
BARZIO,"97007",LECCO,1349.00000000,1303.00000000,46.00000000,21349487.21260000020,24993.43119650000
TREZZANO ROSA,"15219",MILANO,5166.00000000,5115.00000000,51.00000000,3441241.15705000004,10690.57974090000
VAPRIO D`ADDA,"15230",MILANO,8972.00000000,8715.00000000,257.00000000,7136672.88686999958,15027.45346050000
ANTEGNATE,"16010",BERGAMO,3219.00000000,3215.00000000,4.00000000,9637220.81987999938,19434.71895520000
