NOME_COM_2,ISTAT_2017,NOME_PRO,POP_2017,POP_2014,VARIAZ_17_,SHAPE_AREA,SHAPE_LEN
AGRA,"12001",VARESE,412.00000000,386.00000000,26.00000000,2897400.17205999978,7217.06583363000
PASTURO,"97065",LECCO,2008.00000000,2019.00000000,-11.00000000,21685799.75549999997,20487.68828090000
TAVAZZANO CON VILLAVESCO,"98056",LODI,6108.00000000,6164.00000000,-56.00000000,16239757.61600000039,28556.71248870000
TACENO,"97079",LECCO,536.00000000,551.00000000,-15.00000000,3656921.23162999982,10883.78575380000
MONTICELLO BRIANZA,"97054",LECCO,4225.00000000,4264.00000000,-39.00000000,4635552.41088999994,20269.73314210000
PERLEDO,"97067",LECCO,926.00000000,970.00000000,-44.00000000,12155821.52649999782,18711.00662060000
TERRANUOVA DEI PASSERINI,"98057",LODI,914.00000000,898.00000000,16.00000000,11235321.93740000017,24721.56074310000
SUELLO,"97078",LECCO,1760.00000000,1725.00000000,35.00000000,2587382.36051000003,9234.24322373000
VENDROGNO,"97085",LECCO,305.00000000,320.00000000,-15.00000000,11700204.91540000029,20640.68700060000
MORTERONE,"97055",LECCO,34.00000000,38.00000000,-4.00000000,13385524.71979999915,21961.35276010000
CASALMORANO,"19022",CREMONA,1635.00000000,1657.00000000,-22.00000000,12139822.14900000021,21460.86431790000
CASTELDIDONE,"19023",CREMONA,566.00000000,590.00000000,-24.00000000,10795741.44510000013,22019.84165230000
NIBIONNO,"97056",LECCO,3722.00000000,3704.00000000,18.00000000,3532020.77613000013,13312.94798370000
PREMANA,"97069",LECCO,2266.00000000,2293.00000000,-27.00000000,33478340.14589999989,32361.23932110000
PRIMALUNA,"97070",LECCO,2270.00000000,2244.00000000,26.00000000,22751381.71930000186,23948.90380660000
TORRE DE` BUSI,"97080",LECCO,2077.00000000,2079.00000000,-2.00000000,9196786.38041999936,18380.34367510000
OGGIONO,"97057",LECCO,9032.00000000,8927.00000000,105.00000000,7908670.52804999892,18806.60007200000
LODI,"98031",LODI,45212.00000000,44769.00000000,443.00000000,41419923.27499999851,42556.06266450000
MAIRAGO,"98034",LODI,1392.00000000,1408.00000000,-16.00000000,11366247.56499999948,28117.09158140000
MONTANASO LOMBARDO,"98040",LODI,2282.00000000,2296.00000000,-14.00000000,9632745.46873000078,18579.22986600000
OSSAGO LODIGIANO,"98044",LODI,1430.00000000,1453.00000000,-23.00000000,11721614.33520000055,25257.01104560000
MALEO,"98035",LODI,3109.00000000,3180.00000000,-71.00000000,20117572.00180000067,26865.72431130000
MULAZZANO,"98041",LODI,5736.00000000,5761.00000000,-25.00000000,15538802.65750000067,29233.10167170000
PIEVE FISSIRAGA,"98045",LODI,1789.00000000,1779.00000000,10.00000000,12085928.12209999934,24205.09370070000
BARASSO,"12008",VARESE,1667.00000000,1664.00000000,3.00000000,3924960.26305000018,12044.68714460000
ROBBIATE,"97071",LECCO,6335.00000000,6256.00000000,79.00000000,4692748.17621999979,14446.79110560000
ROGENO,"97072",LECCO,3149.00000000,3194.00000000,-45.00000000,4680992.55690000020,14620.86561120000
VARANO BORGHI,"12132",VARESE,2487.00000000,2464.00000000,23.00000000,3262134.51749000000,9874.97847868000
BARLASSINA,"108005",MONZA E DELLA BRIANZA,7013.00000000,6956.00000000,57.00000000,2748181.99490999989,8721.96357965000
PADERNO D`ADDA,"97062",LECCO,3880.00000000,3927.00000000,-47.00000000,3551108.57621000009,11749.83148320000
SENNA LODIGIANA,"98053",LODI,1918.00000000,1923.00000000,-5.00000000,26866046.66140000150,27712.78337610000
SIRTORI,"97076",LECCO,2811.00000000,2870.00000000,-59.00000000,4268364.43281000014,14607.06691680000
SUEGLIO,"97077",LECCO,164.00000000,144.00000000,20.00000000,4174425.45237000007,9386.87320556000
VERCURAGO,"97086",LECCO,2829.00000000,2841.00000000,-12.00000000,2140898.34965999983,7504.60876899000
BORGHETTO LODIGIANO,"98004",LODI,4318.00000000,4474.00000000,-156.00000000,23525205.20850000530,34758.41552040000
CAMAIRAGO,"98007",LODI,654.00000000,679.00000000,-25.00000000,12859185.74290000089,25185.60447290000
CAVENAGO D`ADDA,"98017",LODI,2225.00000000,2248.00000000,-23.00000000,16054346.15029999800,43954.65765260000
CERVIGNANO D`ADDA,"98018",LODI,2165.00000000,2193.00000000,-28.00000000,4113492.65578000015,13540.42018210000
CORNO GIOVINE,"98022",LODI,1144.00000000,1186.00000000,-42.00000000,9822272.97388999909,21982.45135730000
ASSO,"13013",COMO,3597.00000000,3661.00000000,-64.00000000,6439346.78500000015,20475.34246870000
BARNI,"13015",COMO,577.00000000,602.00000000,-25.00000000,5756626.01155999955,10362.23480970000
AZZATE,"12006",VARESE,4686.00000000,4656.00000000,30.00000000,4575952.83385999966,13972.87982430000
BEDERO VALCUVIA,"12010",VARESE,665.00000000,667.00000000,-2.00000000,2496467.36427999986,9066.99733232000
CASTEL GABBIANO,"19024",CREMONA,475.00000000,470.00000000,5.00000000,5801790.32899000030,13277.29195920000
CELLA DATI,"19028",CREMONA,511.00000000,539.00000000,-28.00000000,19174975.25349999964,26521.00513530000
BESOZZO,"12013",VARESE,9036.00000000,9149.00000000,-113.00000000,14080465.95099999942,30952.34140300000
BIANDRONNO,"12014",VARESE,3346.00000000,3399.00000000,-53.00000000,8122948.96991000045,13156.90276720000
AZZIO,"12007",VARESE,779.00000000,795.00000000,-16.00000000,2281485.77324000001,9344.20371063000
BESNATE,"12012",VARESE,5565.00000000,5559.00000000,6.00000000,7729192.70959999971,13699.00726310000
VALGANNA,"12131",VARESE,1602.00000000,1600.00000000,2.00000000,12302201.32569999807,19769.44188270000
CADEGLIANO - VICONAGO,"12027",VARESE,2160.00000000,2097.00000000,63.00000000,9993051.76793999970,17292.34029640000
CARONNO PERTUSELLA,"12034",VARESE,17713.00000000,17385.00000000,328.00000000,8616869.76586000063,16924.13815640000
CASALZUIGNO,"12037",VARESE,1371.00000000,1336.00000000,35.00000000,7138947.06001000106,12750.55992320000
BODIO LOMNAGO,"12016",VARESE,2184.00000000,2164.00000000,20.00000000,4187800.06649000011,11392.35166580000
BREBBIA,"12017",VARESE,3281.00000000,3307.00000000,-26.00000000,6531139.43972000014,19695.46682510000
BREGANO,"12018",VARESE,862.00000000,857.00000000,5.00000000,2351880.87607999984,8726.81568320000
BRENTA,"12019",VARESE,1708.00000000,1793.00000000,-85.00000000,4327686.26728000026,10774.72182990000
MASSALENGO,"98037",LODI,4578.00000000,4538.00000000,40.00000000,8534672.51939000003,18575.19090300000
MELETI,"98038",LODI,447.00000000,469.00000000,-22.00000000,7368817.22255000100,16217.58706920000
MEDA,"108030",MONZA E DELLA BRIANZA,23387.00000000,23554.00000000,-167.00000000,8323035.70306999981,14516.12308880000
MERLINO,"98039",LODI,1746.00000000,1796.00000000,-50.00000000,10898554.36580000073,23931.75316690000
CITTIGLIO,"12051",VARESE,3923.00000000,4012.00000000,-89.00000000,11488684.17710000090,14945.04573960000
MONZA,"108033",MONZA E DELLA BRIANZA,122955.00000000,122367.00000000,588.00000000,33081496.02109999955,42483.31094490000
BREZZO DI BEDERO,"12020",VARESE,1197.00000000,1206.00000000,-9.00000000,9689299.98368000053,18367.76033990000
RONCELLO,"108055",MONZA E DELLA BRIANZA,4568.00000000,4370.00000000,198.00000000,3144693.45253999997,11039.17585900000
VARESE,"12133",VARESE,80694.00000000,80857.00000000,-163.00000000,54657588.22689999640,53969.78931270000
VEDANO OLONA,"12134",VARESE,7415.00000000,7372.00000000,43.00000000,7177156.22338000033,15109.59730320000
VENEGONO INFERIORE,"12136",VARESE,6142.00000000,6142.00000000,0.00000000,5792348.73529999983,17618.32796090000
BENE LARIO,"13021",COMO,340.00000000,325.00000000,15.00000000,5546728.17798999976,10770.99050390000
VENEGONO SUPERIORE,"12137",VARESE,7316.00000000,7277.00000000,39.00000000,6909214.73899000045,13403.34267380000
BEREGAZZO CON FIGLIARO,"13022",COMO,2738.00000000,2735.00000000,3.00000000,3799166.72250000015,13396.47738340000
CASALMAIOCCO,"98009",LODI,3164.00000000,3130.00000000,34.00000000,4730642.94935999997,11924.12244290000
BRUSIMPIANO,"12024",VARESE,1208.00000000,1227.00000000,-19.00000000,6208450.25434000045,13742.31510620000
VERGIATE,"12138",VARESE,8745.00000000,8910.00000000,-165.00000000,21654786.61960000172,26598.02312650000
BINAGO,"13023",COMO,4832.00000000,4809.00000000,23.00000000,6921492.68979999982,14371.59539670000
CASALETTO LODIGIANO,"98008",LODI,2927.00000000,2997.00000000,-70.00000000,9917021.24080000073,28474.04099860000
TURANO LODIGIANO,"98058",LODI,1545.00000000,1560.00000000,-15.00000000,16143010.14719999954,31216.43698160000
VIGGIU`,"12139",VARESE,5315.00000000,5308.00000000,7.00000000,9282917.84462999925,16853.10014890000
ABBADIA CERRETO,"98001",LODI,284.00000000,297.00000000,-13.00000000,6213359.30477000028,18580.80328520000
CASALPUSTERLENGO,"98010",LODI,15208.00000000,15266.00000000,-58.00000000,25604701.72480000183,32293.17280050000
CASELLE LANDI,"98011",LODI,1556.00000000,1612.00000000,-56.00000000,26026370.52180000395,27084.57996150000
VESTRENO,"97089",LECCO,310.00000000,305.00000000,5.00000000,2697253.53635999979,13486.90640510000
VIZZOLA TICINO,"12140",VARESE,584.00000000,575.00000000,9.00000000,7825703.84140000027,15914.68427610000
SANGIANO,"12141",VARESE,1515.00000000,1520.00000000,-5.00000000,2127845.67686000001,7105.41110824000
BERTONICO,"98002",LODI,1132.00000000,1159.00000000,-27.00000000,20242244.84459999949,30318.18120800000
CASELLE LURANI,"98012",LODI,3030.00000000,3060.00000000,-30.00000000,7569536.48589999974,15493.84968550000
COMAZZO,"98020",LODI,2290.00000000,2243.00000000,47.00000000,12684276.11240000091,28502.53544010000
BOFFALORA D`ADDA,"98003",LODI,1729.00000000,1761.00000000,-32.00000000,8331020.49282999896,18318.05686900000
CASTELNUOVO BOCCA D`ADDA,"98013",LODI,1625.00000000,1644.00000000,-19.00000000,20435090.15810000151,25407.68480540000
VALERA FRATTA,"98059",LODI,1678.00000000,1675.00000000,3.00000000,8208502.37079999968,17518.72643440000
MACCAGNO CON PINO E VEDDASCA,"12142",VARESE,2585.00000000,2522.00000000,63.00000000,41509671.92689999938,44981.19029450000
CASTIGLIONE D`ADDA,"98014",LODI,4665.00000000,4739.00000000,-74.00000000,13113777.03070000187,25682.73352360000
PESCATE,"97068",LECCO,2207.00000000,2149.00000000,58.00000000,1973507.80819000001,7448.78113055000
CODOGNO,"98019",LODI,15962.00000000,15873.00000000,89.00000000,20866863.81619999930,25726.51909320000
ZELO BUON PERSICO,"98061",LODI,7287.00000000,7245.00000000,42.00000000,18706979.39079999924,29637.48993720000
ALBAVILLA,"13003",COMO,6388.00000000,6455.00000000,-67.00000000,10505518.32789999992,22526.32388880000
BORGO SAN GIOVANNI,"98005",LODI,2407.00000000,2359.00000000,48.00000000,7643551.71466000006,18942.44979330000
CASTIRAGA VIDARDO,"98015",LODI,2795.00000000,2728.00000000,67.00000000,5264781.31804000027,17070.86822960000
ARCORE,"108004",MONZA E DELLA BRIANZA,17941.00000000,17860.00000000,81.00000000,9380284.71975000016,20951.21323190000
ALBESE CON CASSANO,"13004",COMO,4261.00000000,4254.00000000,7.00000000,8225156.25184000004,18328.65177430000
CORNEGLIANO LAUDENSE,"98021",LODI,2905.00000000,2946.00000000,-41.00000000,5663507.56773000024,14945.71071820000
ALBIOLO,"13005",COMO,2722.00000000,2739.00000000,-17.00000000,2826532.71372999996,7613.77337772000
ALSERIO,"13006",COMO,1244.00000000,1216.00000000,28.00000000,1449329.34658999997,5547.39727227000
ALZATE BRIANZA,"13007",COMO,5019.00000000,5046.00000000,-27.00000000,7582601.48995000031,20670.13572690000
CAVACURTA,"98016",LODI,835.00000000,833.00000000,2.00000000,7055760.19641999993,17075.42094200000
VILLANOVA DEL SILLARO,"98060",LODI,1859.00000000,1845.00000000,14.00000000,13843851.14350000210,30403.32228700000
BREMBIO,"98006",LODI,2642.00000000,2690.00000000,-48.00000000,16865564.60550000146,29171.62001900000
BRISSAGO - VALTRAVAGLIA,"12022",VARESE,1231.00000000,1281.00000000,-50.00000000,6102110.38019999955,15287.27899850000
APPIANO GENTILE,"13010",COMO,7703.00000000,7784.00000000,-81.00000000,12772987.13150000200,21835.62200870000
ARGEGNO,"13011",COMO,666.00000000,688.00000000,-22.00000000,4358664.94464000035,10775.61024670000
AROSIO,"13012",COMO,4989.00000000,5024.00000000,-35.00000000,2714019.01484999992,13106.66771890000
CAPONAGO,"108052",MONZA E DELLA BRIANZA,5211.00000000,5288.00000000,-77.00000000,5044442.35907999985,16631.66726820000
ORNAGO,"108036",MONZA E DELLA BRIANZA,4955.00000000,4921.00000000,34.00000000,5782986.41763000097,17517.42453380000
RENATE,"108037",MONZA E DELLA BRIANZA,4086.00000000,4135.00000000,-49.00000000,2888153.66569000017,10460.35228170000
CASTELSEPRIO,"12044",VARESE,1300.00000000,1302.00000000,-2.00000000,3901650.25486999983,10579.73654860000
CASTELVECCANA,"12045",VARESE,2006.00000000,1994.00000000,12.00000000,20364321.83449999988,20799.23950870000
COMERIO,"12055",VARESE,2843.00000000,2784.00000000,59.00000000,5650417.68560000043,12287.09861620000
CREMENAGA,"12056",VARESE,829.00000000,808.00000000,21.00000000,4478399.73142000008,11644.23101660000
VIGANO`,"97090",LECCO,2101.00000000,2086.00000000,15.00000000,1610944.12118000002,6696.43444151000
LENTATE SUL SEVESO,"108054",MONZA E DELLA BRIANZA,15902.00000000,15788.00000000,114.00000000,14157273.66440000013,20763.23519070000
CLIVIO,"12052",VARESE,1963.00000000,1967.00000000,-4.00000000,3153761.26036000019,11578.45387220000
SEVESO,"108040",MONZA E DELLA BRIANZA,23474.00000000,23360.00000000,114.00000000,7379179.03990999982,15519.23288650000
SULBIATE,"108042",MONZA E DELLA BRIANZA,4194.00000000,4180.00000000,14.00000000,5200996.18145999964,19503.97740730000
CAMPARADA,"108014",MONZA E DELLA BRIANZA,2065.00000000,2021.00000000,44.00000000,1623807.90137999994,7737.51661764000
BRUNELLO,"12023",VARESE,973.00000000,988.00000000,-15.00000000,1651350.87274000002,6403.78033488000
BESANO,"12011",VARESE,2594.00000000,2582.00000000,12.00000000,3499611.01837000018,12479.10245960000
CASSANO MAGNAGO,"12040",VARESE,21641.00000000,21677.00000000,-36.00000000,12250222.12959999964,22452.48911940000
COCQUIO - TREVISAGO,"12053",VARESE,4742.00000000,4744.00000000,-2.00000000,9408462.99004000053,16719.87873560000
BERNAREGGIO,"108007",MONZA E DELLA BRIANZA,11050.00000000,10887.00000000,163.00000000,5889093.34116000030,18544.85946760000
SOLBIATE ARNO,"12121",VARESE,4196.00000000,4219.00000000,-23.00000000,3005381.54228000017,9358.65585390000
CASSANO VALCUVIA,"12041",VARESE,669.00000000,666.00000000,3.00000000,4068703.56173999980,9712.52400175000
CASTELLANZA,"12042",VARESE,14397.00000000,14338.00000000,59.00000000,6860452.78987000044,21413.32696950000
FAGNANO OLONA,"12067",VARESE,12419.00000000,12339.00000000,80.00000000,8665607.00122000091,19417.84270660000
SOMMA LOMBARDO,"12123",VARESE,17884.00000000,17745.00000000,139.00000000,30572197.79190000147,32756.06597200000
CASTELLO CABIAGLIO,"12043",VARESE,591.00000000,582.00000000,9.00000000,7015231.59824999981,14207.13057970000
CURIGLIA CON MONTEVIASCO,"12061",VARESE,179.00000000,177.00000000,2.00000000,10850283.10720000044,17456.53680590000
SUMIRAGO,"12124",VARESE,6183.00000000,6221.00000000,-38.00000000,11490892.94969999976,19816.96974520000
COMABBIO,"12054",VARESE,1150.00000000,1130.00000000,20.00000000,4859799.69163999986,12839.44234620000
CAZZAGO BRABBIA,"12049",VARESE,815.00000000,815.00000000,0.00000000,4583364.51860999968,10019.86689760000
MEZZAGO,"108031",MONZA E DELLA BRIANZA,4423.00000000,4337.00000000,86.00000000,3728576.86432999978,12001.50032400000
BUSNAGO,"108051",MONZA E DELLA BRIANZA,6750.00000000,6718.00000000,32.00000000,5863859.44912999962,17266.19361920000
CONCOREZZO,"108021",MONZA E DELLA BRIANZA,15608.00000000,15633.00000000,-25.00000000,8433661.92644000053,18946.30885430000
DESIO,"108023",MONZA E DELLA BRIANZA,42031.00000000,41684.00000000,347.00000000,14667462.92119999975,23758.02455350000
TRADATE,"12127",VARESE,18762.00000000,18622.00000000,140.00000000,21341876.44460000098,27592.57738280000
CUGLIATE - FABIASCO,"12059",VARESE,3095.00000000,3144.00000000,-49.00000000,6889169.82258000039,18660.90349670000
CUVEGLIO,"12062",VARESE,3371.00000000,3428.00000000,-57.00000000,7664402.52838000003,22073.23283940000
TRAVEDONA - MONATE,"12128",VARESE,4086.00000000,4067.00000000,19.00000000,9280195.32689999975,16094.65548680000
CASCIAGO,"12038",VARESE,3795.00000000,3841.00000000,-46.00000000,4019071.72062999988,14640.50064340000
AGRATE BRIANZA,"108001",MONZA E DELLA BRIANZA,15463.00000000,15431.00000000,32.00000000,11253619.75139999948,27718.31135270000
CASTIGLIONE OLONA,"12046",VARESE,7719.00000000,7754.00000000,-35.00000000,7031986.97950000037,15190.30206200000
DUMENZA,"12065",VARESE,1476.00000000,1487.00000000,-11.00000000,18383622.34019999951,24188.47667930000
DUNO,"12066",VARESE,130.00000000,141.00000000,-11.00000000,2470522.29773999983,7648.09123415000
TRONZANO LAGO MAGGIORE,"12129",VARESE,241.00000000,241.00000000,0.00000000,10679215.02889999934,15346.47304970000
UBOLDO,"12130",VARESE,10582.00000000,10561.00000000,21.00000000,10703121.23269999959,16736.78163550000
CASTRONNO,"12047",VARESE,5240.00000000,5257.00000000,-17.00000000,3745757.55871000001,10206.79933170000
CROSIO DELLA VALLE,"12057",VARESE,614.00000000,614.00000000,0.00000000,1472931.25402000011,6294.04039249000
FERNO,"12068",VARESE,6872.00000000,6937.00000000,-65.00000000,8570801.61118000001,17157.90151720000
BURAGO DI MOLGORA,"108013",MONZA E DELLA BRIANZA,4284.00000000,4269.00000000,15.00000000,3450392.11118000001,10943.65190860000
CESANO MADERNO,"108019",MONZA E DELLA BRIANZA,38614.00000000,38203.00000000,411.00000000,11443883.53940000013,21008.05465460000
CASORATE SEMPIONE,"12039",VARESE,5696.00000000,5756.00000000,-60.00000000,6892759.93508999981,13038.96182220000
CAVARIA CON PREMEZZO,"12048",VARESE,5811.00000000,5823.00000000,-12.00000000,3246298.30536000011,10966.44384460000
CORREZZANA,"108022",MONZA E DELLA BRIANZA,2977.00000000,2878.00000000,99.00000000,2550441.88359999983,13743.12561790000
GIUSSANO,"108024",MONZA E DELLA BRIANZA,25863.00000000,25491.00000000,372.00000000,10193120.46220000088,22770.98699270000
LESMO,"108026",MONZA E DELLA BRIANZA,8448.00000000,8397.00000000,51.00000000,5028141.11538000032,13316.35052080000
CUNARDO,"12060",VARESE,2917.00000000,2947.00000000,-30.00000000,5909953.37217000034,12295.22460470000
EDOLO,"17068",BRESCIA,4586.00000000,4570.00000000,16.00000000,89051245.84970000386,65931.39499830002
CISLAGO,"12050",VARESE,10411.00000000,10277.00000000,134.00000000,10931736.17530000024,24204.03177840000
LIMBIATE,"108027",MONZA E DELLA BRIANZA,35316.00000000,35258.00000000,58.00000000,12384695.15230000205,20481.98503650000
DAVERIO,"12064",VARESE,3091.00000000,3115.00000000,-24.00000000,4024904.22899999982,11553.83441720000
CADREZZATE,"12028",VARESE,1848.00000000,1844.00000000,4.00000000,4712972.42671999987,12148.16701520000
CARONNO VARESINO,"12035",VARESE,4910.00000000,4953.00000000,-43.00000000,5647719.37693000026,13269.89743640000
MOZZATE,"13159",COMO,8975.00000000,8953.00000000,22.00000000,10422092.15540000051,23489.63810350000
AICURZIO,"108002",MONZA E DELLA BRIANZA,2099.00000000,2072.00000000,27.00000000,2468770.36086999997,11457.63678900000
ALBIATE,"108003",MONZA E DELLA BRIANZA,6319.00000000,6298.00000000,21.00000000,2896837.98775999993,12669.37355760000
VILLA D`ADDA,"16238",BERGAMO,4694.00000000,4772.00000000,-78.00000000,5930636.43941999972,12556.65844110000
CARDANO AL CAMPO,"12032",VARESE,14855.00000000,14875.00000000,-20.00000000,9411877.79945000075,16172.78552330000
FERRERA DI VARESE,"12069",VARESE,732.00000000,710.00000000,22.00000000,1489759.19900000002,6255.59840331000
TAINO,"12125",VARESE,3697.00000000,3737.00000000,-40.00000000,7766593.42016999982,13654.42119640000
TERNATE,"12126",VARESE,2557.00000000,2542.00000000,15.00000000,4806953.51312000025,10923.57589900000
CUASSO AL MONTE,"12058",VARESE,3574.00000000,3644.00000000,-70.00000000,16133446.74110000208,19320.00122730000
CERIANO LAGHETTO,"108018",MONZA E DELLA BRIANZA,6519.00000000,6528.00000000,-9.00000000,7094466.11651999969,13860.97139710000
COGLIATE,"108020",MONZA E DELLA BRIANZA,8558.00000000,8480.00000000,78.00000000,7025283.99741000030,16305.12920890000
AZZANELLO,"19004",CREMONA,635.00000000,675.00000000,-40.00000000,11117710.44099999964,21732.85195450000
SEMIANA,"18148",PAVIA,226.00000000,232.00000000,-6.00000000,9930192.00074999966,17569.59084390000
SILVANO PIETRA,"18149",PAVIA,668.00000000,672.00000000,-4.00000000,13674185.65220000036,23816.13708550000
VAL DI NIZZA,"18166",PAVIA,624.00000000,642.00000000,-18.00000000,29530577.94579999894,29352.46562930000
CAPRINO BERGAMASCO,"16052",BERGAMO,3067.00000000,3070.00000000,-3.00000000,8706243.63374000043,15770.53252660000
SIZIANO,"18150",PAVIA,6030.00000000,5939.00000000,91.00000000,11995773.65609999932,26637.86461410000
TRIVOLZIO,"18163",PAVIA,2202.00000000,2157.00000000,45.00000000,3863689.90498000011,11424.39652780000
TROVO,"18165",PAVIA,1019.00000000,1046.00000000,-27.00000000,8166941.44562999904,18839.30704430000
VALEGGIO,"18167",PAVIA,223.00000000,220.00000000,3.00000000,9754447.52999000065,17441.15458640000
SOMMO,"18151",PAVIA,1147.00000000,1142.00000000,5.00000000,14368516.98189999908,22612.29882700000
BELLAGIO,"13250",COMO,3747.00000000,3834.00000000,-87.00000000,28136277.92960000038,31784.02806020000
STRADELLA,"18153",PAVIA,11658.00000000,11656.00000000,2.00000000,18795628.42630000040,27192.75326150000
SUARDI,"18154",PAVIA,606.00000000,619.00000000,-13.00000000,9857033.24818000011,26322.02153680000
ROGNANO,"18127",PAVIA,633.00000000,650.00000000,-17.00000000,9436332.95995000005,19732.42000630000
VALLE LOMELLINA,"18168",PAVIA,2214.00000000,2192.00000000,22.00000000,27046764.91010000557,30471.42485830000
BONATE SOTTO,"16031",BERGAMO,6704.00000000,6702.00000000,2.00000000,6340005.80963000096,13146.35715550000
MARTIGNANA DI PO,"19057",CREMONA,2017.00000000,2040.00000000,-23.00000000,14466694.70639999956,26062.26019680000
MOTTA BALUFFI,"19061",CREMONA,899.00000000,961.00000000,-62.00000000,16799865.76069999859,19645.23935960000
ANZANO DEL PARCO,"13009",COMO,1794.00000000,1787.00000000,7.00000000,3253208.38418000005,11591.21823330000
CALUSCO D`ADDA,"16046",BERGAMO,8347.00000000,8313.00000000,34.00000000,8411851.30657999963,17810.78746920000
GORDONA,"14032",SONDRIO,1970.00000000,1887.00000000,83.00000000,63664202.93959999830,42443.86597560000
RONCARO,"18129",PAVIA,1548.00000000,1540.00000000,8.00000000,4991056.75712999981,13832.43862720000
BRIENNO,"13030",COMO,341.00000000,361.00000000,-20.00000000,9054079.06962000020,14082.56026640000
BULGAROGRASSO,"13034",COMO,3997.00000000,3946.00000000,51.00000000,3784342.90468000015,10185.86551240000
CARLAZZO,"13047",COMO,3165.00000000,3130.00000000,35.00000000,12684453.01060000062,20704.83099850000
BARDELLO,"12009",VARESE,1613.00000000,1580.00000000,33.00000000,2150710.27015999984,7665.18735066000
BUGUGGIATE,"12025",VARESE,3080.00000000,3099.00000000,-19.00000000,2602205.38932000007,10420.04709590000
BUSTO ARSIZIO,"12026",VARESE,83340.00000000,82518.00000000,822.00000000,30535197.19339999929,33364.70115410001
CARNAGO,"12033",VARESE,6711.00000000,6662.00000000,49.00000000,6317279.65543000028,14638.25124100000
CASALE LITTA,"12036",VARESE,2690.00000000,2666.00000000,24.00000000,10627642.74320000038,17501.41986320000
BISUSCHIO,"12015",VARESE,4368.00000000,4337.00000000,31.00000000,7229443.79148999974,13513.96580600000
VILLANTERIO,"18180",PAVIA,3134.00000000,3269.00000000,-135.00000000,14714988.04099999927,32743.00308360000
VISTARINO,"18181",PAVIA,1567.00000000,1580.00000000,-13.00000000,9415915.67479000054,19959.44293070000
ZAVATTARELLO,"18184",PAVIA,1040.00000000,986.00000000,54.00000000,28352879.86140000075,33022.55261480000
ZEME,"18186",PAVIA,1067.00000000,1074.00000000,-7.00000000,24963609.67639999837,27367.31771820000
ZENEVREDO,"18187",PAVIA,477.00000000,482.00000000,-5.00000000,5402782.67623000033,11363.67344640000
ZERBO,"18188",PAVIA,409.00000000,434.00000000,-25.00000000,6475668.91935999971,13183.01640480000
ZERBOLO`,"18189",PAVIA,1775.00000000,1744.00000000,31.00000000,37466871.79410000145,40421.10783860000
ZINASCO,"18190",PAVIA,3237.00000000,3282.00000000,-45.00000000,29642987.72800000012,41729.30364570000
CARIMATE,"13046",COMO,4503.00000000,4468.00000000,35.00000000,5200111.80790999997,15308.45139930000
ACQUANEGRA CREMONESE,"19001",CREMONA,1181.00000000,1187.00000000,-6.00000000,9230902.78745000064,19865.03727030000
ANNICCO,"19003",CREMONA,2053.00000000,2095.00000000,-42.00000000,19288457.04470000044,27835.27931610000
SARTIRANA LOMELLINA,"18146",PAVIA,1652.00000000,1664.00000000,-12.00000000,29506399.08350000158,31235.48905430000
BLEVIO,"13026",COMO,1202.00000000,1191.00000000,11.00000000,5693822.84363999963,10264.10684710000
BRUNATE,"13032",COMO,1736.00000000,1760.00000000,-24.00000000,1815391.69176000007,8246.18291542000
SANTA CRISTINA E BISSONE,"18139",PAVIA,2006.00000000,2010.00000000,-4.00000000,22093407.23589999974,31425.10892980000
TORRE BERETTI E CASTELLARO,"18156",PAVIA,556.00000000,581.00000000,-25.00000000,17435129.27820000052,26578.93683370000
TORRE D`ARESE,"18157",PAVIA,972.00000000,977.00000000,-5.00000000,4376580.74096000008,12414.20306180000
CAGLIO,"13037",COMO,454.00000000,457.00000000,-3.00000000,6617154.41488999967,13429.58288060000
CAGNO,"13038",COMO,2045.00000000,2032.00000000,13.00000000,3541674.23047999991,8825.61763751000
SANTA GIULETTA,"18140",PAVIA,1639.00000000,1662.00000000,-23.00000000,11616937.53449999914,19944.81528890000
TORRE D`ISOLA,"18159",PAVIA,2406.00000000,2403.00000000,3.00000000,16409869.64990000054,24516.07501980000
CAMPIONE D`ITALIA,"13040",COMO,1971.00000000,2038.00000000,-67.00000000,2654509.30366000021,7140.76286664000
CARUGO,"13048",COMO,6478.00000000,6374.00000000,104.00000000,4157575.74671000009,18456.81959880000
TORREVECCHIA PIA,"18160",PAVIA,3545.00000000,3522.00000000,23.00000000,16434847.01850000210,32088.46048650000
SANTA MARGHERITA DI STAFFORA,"18142",PAVIA,474.00000000,473.00000000,1.00000000,36949786.66380000114,36998.26639240000
TORRICELLA VERZATE,"18161",PAVIA,829.00000000,839.00000000,-10.00000000,3552849.20051999995,11430.08348140000
CANTU`,"13041",COMO,39889.00000000,39995.00000000,-106.00000000,23219277.24650000036,39731.03614420000
CARATE URIO,"13044",COMO,1173.00000000,1186.00000000,-13.00000000,7138522.16605000105,16180.58538650000
SANT`ALESSIO CON VIALONE,"18141",PAVIA,961.00000000,951.00000000,10.00000000,6486128.13143999968,16478.68160160000
CAPIAGO INTIMIANO,"13043",COMO,5524.00000000,5604.00000000,-80.00000000,5764649.20359000098,15343.39174470000
CANZO,"13042",COMO,5076.00000000,5130.00000000,-54.00000000,11172351.28020000085,18089.98013950000
